--- 
? !ruby/symbol en
: 
  АБАЙ: " ABAY "
  ОРОТУКАН: " OROTUKAN "
  ОРСК: " Orsk "
  ОРША: " Orsha "
  ОРШАНКА: " Orshanka "
  ОСАКАРОВКА: " OSAKAROVKA "
  ОСИННИКИ: " Osinniki "
  ОСИПОВИЧИ: " OSIPOVICH "
  ОССОРА: " Ossorio "
  ОСТАШКОВО: " Ostashkov "
  ОСТРОВ: " ISLAND "
  ОСТРОВЕЦ: " Astraviec "
  ОСТРОВСКОЕ: " Ostrovsky "
  ОСТРОГ: " OSTROG "
  ОСТРОГОЖСК: " Ostrogozhsk"
  ОТРАДНАЯ: "Gratifying "
  ОТРАДНОЕ-ВЫБОРГ: " gratifying-Vyborg "
  ОТРАДНОЕ-КИРОВ: " gratifying-Kirov "
  ОТРАДНЫЙ: " gratifying "
  ОХАНСК: " Okhansk "
  ОЧАКОВ: " OCHAKOV "
  ОЧЕР: " Ocher "
  ОШМЯНЫ: " Oshmyan "
  ПАВИНО: " Pavin "
  ? "ПАВЛОВ ПОСАД"
  : " Pavlov Posad "
  ПАВЛОВО: " Pavlova "
  ПАВЛОВСК-БАРНАУ: " Pavlovsk-BARNALA "
  ПАВЛОВСК-ВОРОН: " Pavlovsk-CROW "
  ПАВЛОВСКАЯ: " PAVLOVSKAYA "
  ПАВЛОГРАД: " PAVLOGRAD "
  ПАВЛОГРАДКА: " PAVLOGRADKA "
  ПАВЛОДАР: " ALMATY "
  ПАЙДЕ: " PAID "
  ПАЙТУГ: " Paytug "
  ПАЙШАНБА: " Payshanba "
  ПАКРУОЙИС: " PAKRUOYIS "
  ПАЛАНА: " Palau "
  ПАЛАНГА: " Palanga "
  ПАЛАТКА: " tents "
  ПАЛЕХ: " PALEKH"
  ПАЛКИНО: "Palkin "
  ПАЛЛАСОВКА: " Pallasovka "
  ПАНЕВЕЖИС: " Panevezys "
  ПАНИНО: " PANIN "
  ПАНКРУШИХА: " PANKRUSHIHA "
  ПАНФИЛОВ: " PANFILOV "
  ПАРАБЕЛЬ: " Parabel "
  ПАРАНЬГА: " PARANGA "
  ПАРКЕНТ: " Parkent "
  ПАРТИЗАНСК: " GUERRILLA "
  ПАРТИЗАНСКОЕ: " GUERRILLA "
  ПАРФЕНЬЕВО: " Parfen&#39;eva "
  ПАРФИНО: " Paraffin "
  ПАРХАР: " Parkhar "
  ПАСВАЛИС: " Pasvalys "
  ПАХТААБАД-АНДЖ: " Pakhtaabad-ANDRZEJ "
  ПАХТААБАД-ГУЛ: " Pakhtaabad-hum "
  ПАХТАКОР: " Pakhtakor "
  ПАЧЕЛМА: " Pachelma "
  ПАША: " PASHA "
  ПАШКАНЫ: " PASHKANY "
  ПЕКЕНТ: " PEKENT "
  ПЕКИЛАЕВО: " PEKILAEVO "
  ПЕНДЖИКЕНТ: " Pendjikent "
  ПЕНЗА: " Penza"
  ПЕНО: "Peno "
  ПЕРВОМАЙСК: " PERVOMAYSKAYA "
  ПЕРВОМАЙСКОЕ: " PERVOMAYSKAYA "
  ПЕРВОУРАЛЬСК: " PERVOURALSKY "
  ПЕРЕВАЛЬСК: " Perevalsk "
  ПЕРЕВОЛОЦКИЙ: " Perevolotskaya "
  ПЕРЕЛЮБ: " PERELYUB "
  ПЕРЕМЕТНОЕ: " Peremetnoe "
  ПЕРЕМЫШЛЬ: " Przemysl "
  ПЕРЕМЫШЛЯНЫ: " Peremishlyani "
  ПЕРЕСЛАВЛЬ-ЗАЛ: " Pereslavl-HALL "
  ПЕРЕЧИН: " Perechin "
  ПЕРЕЯСЛАВКА: " Pereyaslavka "
  ПЕРЕЯСЛАВЛЬ: " Pereyaslavl "
  ПЕРМЬ: " Perm "
  ПЕРМЬ-76: " Perm-76 "
  ПЕРОВО: " PEROVA "
  ПЕРШОТРАВИНСК: " PERSHOTRAVINSK "
  ПЕРШОТРАВНЕВОЕ: " Pershotravneve "
  ПЕРШОТРАВНОЕ: " PERSHOTRAVNOE "
  ПЕСТОВО: " PESTOVO "
  ПЕСТРИЦЫ: " PESTRITSY "
  ПЕСЧАНКА: " gerbil "
  ПЕСЧАНОКОПСКОЕ: " PESCHANOKOPSKOE "
  ПЕТИЛИНО: " PETILINO"
  ПЕТРИКОВ: "PETRIKOV "
  ПЕТРОВО: " Petrova "
  ПЕТРОВСК: " PETROVSKY "
  ПЕТРОВСКОЕ: " PETER "
  ПЕТРОЗАВОДСК: " Petrozavodsk "
  ПЕТРОПАВЛОВКА: " Petropavlivka "
  ПЕТРОПАВЛОВСК: " Petropavlovsk "
  ПЕТРОПАВЛОВСКОЕ: " Petropavlovsk "
  ПЕТУХОВО: " Petukhova "
  ПЕТУШКИ: " Petushki "
  ПЕЧОРА: " Pechory "
  ПЕЧОРЫ: " Pechory "
  ПИЛЬНА: " Pilna "
  ПИНСК: " Pinsk "
  ПИОНЕРСК: " ПИОНЕРСК "
  ПИРОВСКОЕ: " PIROVSKOE "
  ПИРЯТИН: " Piryatin "
  ПИТЕРКА: " PITERKA "
  ПИТКЯРАНТА: " Pitkyaranta "
  ПЛАВСК: " Plavsk "
  ПЛАСТ: " Plast "
  ПЛЕШАНОВО: " PLESHANOVA "
  ПЛУНГЕ: " Plunge "
  ПЛЮССА: " Plyussa "
  ПОБЕДА: " VICTORY"
  ПОВОРИНО: "Povorino "
  ПОГАР: " POGAR "
  ПОГРАНИЧНЫЙ: " BORDER "
  ПОГРЕБИЩЕ: " Pogrebishche "
  ПОДВОЛОЧИНСК: " PODVOLOCHINSK "
  ПОДГОРЕНСКИЙ: " PODGORENSKY "
  ПОДДОРЬЕ: " PODDORE "
  ПОДОЛЬСК: " PODOLSK "
  ПОДПОРОЖЬЕ: " Podporozhye "
  ПОКРОВ: " COVER "
  ПОКРОВКА: " Pokrovka "
  ПОКРОВСК: " POKROVSKAYA "
  ПОКРОВСКОЕ: " POKROVSKOE "
  ПОЛЕВСКОЙ: " Polevskoy "
  ПОЛЕССК: " Polessk "
  ПОЛЕССКОЕ: " Polessk "
  ПОЛОВИННОЕ: " HALF "
  ПОЛОГИ: " CANOPY "
  ПОЛОННОЕ: " FULL "
  ПОЛОЦК: " POLOTSK "
  ПОЛТАВА: " Poltava "
  ПОЛТАВКА: " Poltavka "
  ПОЛЯРНЫЙ: " polarity "
  ПОМЕРАНЬЕ: " Pomerania "
  ПОНАЗЫРЕВО: " Ponazyrevo"
  ПОНЫРИ: "PONYRI "
  ПОПАСНАЯ: " Popasna "
  ПОПЕЛЬНЯ: " Popelnya "
  ПОРЕЦКОЕ: " Poreckij "
  ПОРОНАЙСК: " Poronajsk "
  ПОРХОВ: " fluttering "
  ПОРЫГИНО: " PORYGINO "
  ПОС-ИМ-МОРОЗОВА: " POS-IM-MOROZOVA "
  ПОСЕЛОК-ТЕЛЬМАН: " VILLAGE-TELMAN "
  ПОСПЕЛИХА: " Pospelikha "
  ПОСТАВЫ: " Placing "
  ПОТАНИНО: " POTANIN "
  ПОТИ: " Poti "
  ПОХВИСТНЕВО: " Pokhvistnevo "
  ПОЧЕП: " Pochep "
  ПОЧИНКИ: " REPAIR "
  ПОЧИНОК: " repairs "
  ПОША: " POSHA "
  ПРАВДИНСК: " Pravdinsk "
  ПРЕЙЛИ: " Preili "
  ПРЕНАЙ: " Prienai "
  ПРЕСНОВКА: " Presnovka "
  ПРЖЕВАЛЬСК: " Przhevalsk "
  ПРИАЗОВСКОЕ: " Priazovske "
  ПРИАРГУНСК: " Priargunskoe"
  ПРИВОЛЖСК: "PRIVOLZHSKAYA "
  ПРИЛУКИ: " PRILUKI "
  ПРИМ-АХТАРСК: " PRIM-Akhtarsk "
  ПРИМ-ВЫБОРГ: " PRIM-Vyborg "
  ПРИМ-ЗАПОРОЖЬЕ: " PRIM-ZAPOROZHYE "
  ПРИОЗЕРСК: " Priosersk "
  ПРИПЯТЬ: " Pripyat "
  ПРИСТЕНЬ: " Wall "
  ПРИЮТНОЕ: " Priyutnoe "
  ПРОКОПЬЕВСК: " Prokopevsk "
  ПРОЛЕТАРСК: " PROLETARIAN "
  ПРОМЫШЛЕННОЕ: " INDUSTRIAL "
  ПРОХЛАДНЫЙ: " Cool "
  ПРОХОРОВКА: " Prokhorovka "
  ПРОЧЕХ: " PROCHEH "
  ПРУЖАНЫ: " ПРУЖАНЫ "
  ПРЯЖА: " Yarn "
  ПРЯМИЦИНО: " PRYAMITSINO "
  ПСКОВ: " Pskov "
  ПУГАЧЕВ: " PUGACHEV "
  ПУДОЖ: " Pudozh "
  ПУДОСТЫ: " PUDOSTY "
  ПУСТОМЫТЫ: " Pustomiti "
  ПУСТОШКА: " barren "
  ПУТИВЛЬ: " Putivl"
  ПУТИЛА: "Putila "
  ПУТЯТИНО: " Putjatin "
  ПУХОВИЧИ: " Puhovichi "
  ПУШКИНО: " Pushkin "
  ПУШКИНСК-ГОРЫ: " Pushkin-MOUNTAINS "
  ПУШНОЕ: " FUR "
  ПЧЕВЖА: " PCHEVZHA "
  ПЫЛВА: " Polva "
  ПЫТАЛОВО: " Pytalovo "
  ПЫЩУЧ: " PYSCHUCH "
  ПЯНДЖ: " Panji "
  ПЯРНУ: " PARNU "
  ПЯТИГОРСК: " PYATIGORSK "
  ПЯТИХВАТКИ: " PYATIHVATKI "
  РАДВИЛИШКИС: " Radviliskis "
  РАДЕХОВ: " Radekhiv "
  РАДИОНОВО-НЕСВ: " Radionova-НЕСВ "
  РАДИЩЕВО: " Radishcheva "
  РАДОМЫШЛЬ: " Radomyshl "
  РАДОФИННИКОВО: " RADOFINNIKOVO "
  РАЗДАН: " HRAZDAN "
  РАЗДЕЛЬНАЯ: " SEPARATE "
  РАЗДОЛЬНОЕ: " Razdolnoe "
  РАЗМЕТЕЛЕВО: " RAZMETELEVO "
  РАЙЧИХИНСК: " Rajchikhinsk"
  РАКВЕРЕ: "RAKVERE "
  РАКИТНОЕ-БЕЛГ: " Rokitne-BELGIUM "
  РАКИТНОЕ-КИЕВ: " Rokitne-KIEV "
  РАКИТНОЕ-РОВНО: " Rokitne-Rivne "
  РАМЕКШИ: " RAMEKSHI "
  РАМЕНСКОЕ: " Ramenskoye "
  РАМОНЬ: " RAMON "
  РАПЛА: " RAPLA "
  РАСЕЙНЯЙ: " Raseiniai "
  РАССКАЗОВО: " Rasskazova "
  РАТНО: " PATH "
  РАХОВ: " Rakhiv "
  РАХЬЯ: " Rahja "
  РЕБРИХА: " REBRIHA "
  РЕВДА: " Revda "
  РЕЗЕКНЕ: " RĒZEKNE "
  РЕЗИНА: " RUBBER "
  РЕМОНТНОЕ: " REPAIR "
  РЕНИ: " Renee "
  РЕПКИ: " BULBS "
  РЕЧИЦА: " RECHITSA "
  РЕШЕТИЛОВКА: " Reshetilovka "
  РЖЕВ: " Rzhev "
  РИГА: " RIGA "
  РИШТАН: " Rishtan"
  РОВЕНЬКИ-БЕЛГ: "Rovenky-BELGIUM "
  РОВЕНЬКИ-ВОРОШ: " Rovenky-Vorosh "
  РОВНО: " Rovno "
  РОВНОЕ: " Rovno "
  РОГАТИН: " Rohatyn "
  РОГАЧОВ: " ROGACHEV "
  РОДИНО: " HOMELAND "
  РОДИНСКОЕ: " RODINSKOE "
  РОДИОНОВО-НЕСВ: " Rodionova-НЕСВ "
  РОДНИКИ: " Rodnik "
  РОЖДЕСТВЕННО: " Nativity "
  РОЖИЩЕ: " Rozhishche "
  РОЖНЯТОВ: " Rozhnyatov "
  РОКИШКИС: " Rokiskis "
  РОМАНОВКА: " Romanovka "
  РОМАНОВО: " ROMANOVA "
  РОМАШКИ: " Daisy "
  РОМИТАН: " Romitan "
  РОМНЫ: " Romney "
  РОМОДАНОВО: " Romodanovo "
  РОСЛАВЛЬ: " Roslavl "
  РОССОНЫ: " Rosson "
  РОССОШЬ: " ROSSOSH "
  РОСТОВ: " Growth "
  РОСТОВ-НА-ДОНУ: " ROSTOV-ON-DON"
  РОЩИНО: "ROSHCHINA "
  РТИЩЕВО: " Rtischevo "
  РУБЕЖНОЕ: " Rubizhne "
  РУБЦОВСК: " RUBTSOVSK "
  РУДНЫЙ: " ORE "
  РУДНЯ-ВОЛГОГР: " PFUR-VOLGOGR "
  РУДНЯ-СМОЛЕНСК: " PFUR-Smolenskaya "
  РУЖИН: " Ruzhin "
  РУЗА: " RUZA "
  РУЗАЕВКА-КОКЧЕТ: " Ruzaevka-KOKCHET "
  РУЗАЕВКА-САРАН: " Ruzaevka-SARAN "
  РУССКАЯ-ПОЛЯНА: " RUSSIAN-FIELD "
  ? "РУССКИЙ КАМЕШКИ"
  : " RUSSIAN Gems "
  РУСТАВИ: " RUSTAVI "
  РЫБЕЖНО: " RYBEZHNO "
  РЫБИНСК: " RYBINSK "
  ? "РЫБНАЯ СЛОБОДА"
  : " FISH SLOBODA "
  РЫБНИЦА: " RIBNITA "
  РЫЛЬСК: " Rylsk "
  РЫШКАНЫ: " Riscani "
  РЯБОВО-ВЫБОРГ: " Ryabov-Vyborg "
  РЯБОВО-ТОСНО: " Ryabov-Tosno "
  РЯЖСК: " Ryazhsk "
  РЯЗАНЬ: " RYAZAN "
  С-ПОКРОВКА: " C-Pokrovka"
  СААТЛЫ: "Saatly "
  САБИРАБАД: " Sabirabad "
  САВИНО: " SAVINO "
  САВРАНЬ: " Savran "
  САКАР: " SAKAR "
  САКИ: " Saki "
  САКМАРА: " Sakmar "
  САЛАВАТ: " Salavat "
  САЛДУС: " Saldus "
  САЛЕХАРД: " SALEKHARD "
  САЛЬСК: " Salsk "
  САЛЬЯНЫ: " Salyan "
  САМАРКАНД: " Samarkand "
  САМАРСКОЕ: " SAMARSKE "
  САМБОР: " Sambor "
  САМОЙЛОВКА: " SAMOYLOVKA "
  САМТРЕДИА: " Samtredia "
  САНАТОРИЙ: " HEALTH "
  САНДОВО: " SANDOVO "
  САПОЖОК: " Sapozhok "
  САРАИ: " SARAN "
  САРАКТАШ: " Saraktash "
  САРАНСК: " Saransk "
  САРАНЬ: " Saran "
  САРАПУЛ: " Sarapul"
  САРАТА: "Saratov "
  САРАТОВ: " Saratov "
  САРБАДА: " SARBADA "
  САРГАТСКОЕ: " Sargatskoe "
  САРКАНД: " Sarķand "
  САРМАНОВО: " Sarmanov "
  САРНЫ: " Sarno "
  САРЫ-ОЗЕК: " Sary-Ozeki "
  САРЫАГАН: " SARYAGAN "
  САСОВО: " Sasovo "
  САТИНКА: " SATINKA "
  САТКА: " SATCOM "
  САФАКУЛЕВО: " SAFAKULEVO "
  САФОНОВО: " SAFONOVA "
  САХНОВШИНА: " SAHNOVSHINA "
  САЯТ: " SAYAT "
  СВАЛЯВА: " Svalyava "
  СВАТОВО: " Svatovo "
  СВЕРДЛОВСК: " SVERDLOVSK "
  СВЕТЛОВОДСК: " Svitlovodsk "
  СВЕТЛОГОРСК: " Svetlogorsk "
  СВЕТЛОГРАД: " SVETLOGRAD "
  СВЕТЛЫЙ: " LIGHT "
  ? "СВЕТЛЫЙ ЯР"
  : " LIGHT DM "
  СВЕТОГОРСК: " Svetogorsky"
  СВИСЛОЧЬ: "SVISLOCH "
  СВОБОДНЫЙ: " FREE "
  СДВИНСК: " SDVINSK "
  СЕБЕЖ: " Sebej "
  СЕВАН: " SEVAN "
  СЕВАСТОПОЛЬ: " Sevastopol "
  СЕВЕРНОЕ: " North "
  СЕВЕРОБАЙКАЛЬСК: " Severobaikalsk "
  СЕВЕРОДВИНСК: " SEVERODVINSK "
  СЕВЕРОДОНЕЦК: " Syeverodonets&#39;k "
  СЕВЕРОМОРСК: " Severomorsk "
  СЕВЕРОУРАЛЬСК: " Severouralsk "
  СЕВЕРСК: " Seversk "
  СЕВЕРСКАЯ: " Siverskiy "
  СЕВСК: " Sevsk "
  СЕГЕЖА: " Segezha "
  СЕЙМЧАН: " Sejmchan "
  СЕЛИДОВО: " Selidovo "
  СЕЛИЖАРОВО: " Selizharovo "
  ? "СЕЛО БАБУШКИНА"
  : " VILLAGE BABUSHKINA "
  СЕЛТЫ: " SELTY "
  СЕЛЬЦО: " Selco "
  СЕМЕНОВ: " Semenov "
  СЕМЕНОВКА: " Semenovka "
  СЕМИКАРАКОРСК: " Semikarakorsk"
  СЕМИОЗЕРНОЕ: "Semiozernoe "
  СЕМИПАЛАТИНСК: " SEMIPALATINSK "
  СЕНГИЛЕЙ: " Sengiley "
  СЕННО: " Hay "
  СЕРАФИМОВИЧ: " Serafimovich "
  СЕРГАЧ: " Sergach "
  СЕРГИЕВСК: " Sergievsk "
  СЕРДОБСК: " Serdobsk "
  ? "СЕРЕБРЯН ПРУДЫ"
  : " SEREBRIAN Pond "
  СЕРЕБРЯНСК: " Serebryansk "
  СЕРЕДИНА-БУДА: " MIDDLE-Buda "
  СЕРМОНТОВО: " SERMONTOVO "
  СЕРНУР: " SERNUR "
  СЕРОВ: " SEROV "
  СЕРПУХОВ: " Serpukhov "
  СЕРХОВОЖЬЕ: " SERHOVOZHE "
  СЕРЫШЕВО: " Serysheva "
  СИВА: " SIVA "
  СИВЕРСКАЯ: " Siverskij "
  СИГУЛДА: " SIGULDA "
  СИДЕЛЬНИКОВО: " Sidel&#39;nikova "
  СИЛЛАМЯЭ: " Sillamae "
  СИМФЕРОПОЛЬ: " Simferopol "
  СИНЕГОРЬЕ: " SINEGORYE "
  СИНЕЛЬНИКОВО: " Sinelnikovo"
  СИСИАН: "Sisian "
  СКАДОВСК: " Skadovsk "
  СКВИРА: " Skvira "
  СКОВОРОДИНО: " Skovorodino "
  СКОЛЕ: " SKOL "
  СКОПИН: " Skopin "
  СКУОДАС: " SKUODAS "
  СЛАВГОРОД: " SLAVGOROD "
  СЛАВСК: " Slavskoe "
  СЛАВУТА: " Slavuta "
  СЛАВЯНКА: " SLAVYANKA "
  ? "СЛАВЯНКА ПРИМ."
  : " SLAVYANKA PRIM. "
  СЛАВЯНОГОРСК: " Slavyanogorsk "
  СЛАВЯНОСЕРБСК: " Slavyanoserbsk "
  СЛАВЯНСК: " SLAVIC "
  ? "СЛАВЯНСК КБНЬ"
  : " SLAVIC KBN "
  СЛАНЦЫ: " SHALE "
  СЛОБОДЗЕЯ: " Slobozia "
  СЛОБОДСКОЕ: " SLOBODSKAYA "
  СЛОНИМ: " ELEPHANT "
  СЛУЦК: " SLUTSKAYA "
  СМЕЛА: " Bold "
  СМИДОВИЧИ: " Smidovich "
  СМИРНОВО: " SMIRNOV "
  СМОЛЕВИЧИ: " Smolevichy"
  СМОЛЕНСК: "Smolenskaya "
  СМОЛЕНСКОЕ: " Smolenskaya "
  СМОРГОНЬ: " Smorgon "
  СНЕЖНОЕ: " Snow "
  СНЕЧКУС: " Sniečkus "
  СНИГИРЕВКА: " Snigurivka "
  СНЯТЫН: " Snyatin "
  СОБИНКА: " Sobinka "
  СОБОЛЕВО: " SOBOLEV "
  СОВЕТАБАД: " SOVETABAD "
  СОВЕТСК: " Soviet "
  ? "СОВЕТСК КИРОВ"
  : " Soviet Kirov "
  ? "СОВЕТСКАЯ ГАВАН"
  : " SOVIET HAVANA "
  СОВЕТСКИЙ: " Soviet "
  СОВЕТСКИЙ-БАРН: " Soviet-BARNEY "
  СОВЕТСКИЙ-ВБРГ: " SOVIET-VBRG "
  СОВЕТСКИЙ-ДШНБ: " SOVIET-DSHNB "
  СОВЕТСКИЙ-НЛЬЧК: " SOVIET-NLCHK "
  СОВЕТСКИЙ-СИМФ: " SOVIET-Symphony "
  СОВЕТСКИЙ-ТЮМ: " SOVIET-Tumen "
  СОВЕТСКОЕ: " Soviet "
  ? "СОВХОЗ ИМ УШАЧИ"
  : " State Farm Vušačy "
  СОКАЛЬ: " Sokal "
  СОКИРЯНЫ: " Sokiryani "
  СОКОЛ: " FALCON"
  СОКОЛИНСКОЕ: "Sokolinskii "
  СОКОЛОВКА: " SOKOLOVKA "
  СОКУЛУК: " Sokuluk "
  СОЛДАТСКИЙ: " SOLDIERS "
  СОЛЕНОЕ: " salted "
  СОЛИГАЛИЧ: " Soligalich "
  СОЛИГОРСК: " SOLIGORSK "
  СОЛИКАМСК: " Solikamsk "
  СОЛНЕЧНЫЙ: " SUNNY "
  СОЛНЦЕВО: " Solntseva "
  СОЛОТЧА: " Solotcha "
  СОЛТОН: " Salton "
  СОЛЬ-ИЛЕЦК: " Sol-Iletsk "
  СОЛЬЦЫ: " Soltz "
  СОНКОВО: " Sonkovo "
  СОРОКИ: " FORTY "
  СОРОЧИНСК: " Sorochinsk "
  СОРТАВАЛА: " Ulan Ude "
  СОСНИЦА: " Sosnitsya "
  СОСНОВКА: " Sosnovka "
  СОСНОВО: " PINE "
  СОСНОВО-ОЗЕРСК: " pine-Ozersk "
  СОСНОВОБОРСК: " Sosnovoborsk "
  ? "СОСНОВЫЙ БОР"
  : " ASPEN BOR "
  СОСНОГОРСК: " Sosnogorsk"
  СОФИЕВКА: "Sofiyivka "
  СОЧИ: " Sochi "
  СПАС-ДЕМЕНСК: " SPAS-Demensk "
  СПАС-КЛЕПИКИ: " SPAS-Klepiki "
  СПАССК-ДАЛЬНИЙ: " SPASSKY-FAR "
  СПАССК-РЯЗАНСКИ: " Spassk-Ryazansky "
  СПИРОВО: " Spirovo "
  СПИТАК: " SPITAK "
  СРЕБНОЕ: " Srebnoe "
  ? "СРЕДНЯЯ АХТУБА"
  : " MIDDLE Akhtuba "
  СРЕТЕНСК: " Sretensk "
  СТАВИЩЕ: " Stavishche "
  СТАВРОПОЛЬ: " Stavropol "
  ? "СТАНИЦА АРХАНСК"
  : " Stanitsa ARHANSK "
  СТАНИЧНО-ЛУГАНС: " Stanichno-LUGANS "
  СТАНОВОЕ: " Become "
  ? "СТАРАЯ ВЫЖЕВКА"
  : " OLD Vyzhevka "
  ? "СТАРАЯ МАЙНА"
  : " OLD MAIN "
  ? "СТАРАЯ ПОЛТАВКА"
  : " OLD Poltavka "
  ? "СТАРАЯ РУССА"
  : " Staraya Russa "
  ? "СТАРАЯ СИНЯВА"
  : " OLD Sinyava "
  СТАРИЦА: " Starica "
  СТАРОАЛЕЙСКОЕ: " STAROALEYSKOE "
  СТАРОБЕЛЬСК: " Starobilsk"
  СТАРОБЕШЕВО: "Starobishevo "
  СТАРОДУБ: " Starodub "
  ? "СТАРОЕ ШАЙГОВО"
  : " OLD SHAYGOVO "
  СТАРОЖИЛОВО: " Starozhilov "
  СТАРОКОНСТАНТИН: " Starokostyantiniv "
  СТАРОМИНСКАЯ: " Starominskaya "
  СТАРОЩЕРБИНОВСК: " STAROSCHERBINOVSK "
  СТАРОЮРЬЕВО: " STAROYUREVO "
  ? "СТАРЫЕ ДОРОГИ"
  : " OLD ROADS "
  ? "СТАРЫЙ ОСКОЛ"
  : " Stary Oskol "
  ? "СТАРЫЙ САМБОР"
  : " Old Sambor "
  СТАХАНОВ: " Stakhanov "
  СТЕПАНОВАН: " STEPANOVAN "
  СТЕПАНОКЕРТ: " STEPANOKERT "
  СТЕПНОГОРСК: " Marrickville "
  СТЕПНОЕ: " STEPPE "
  СТЕПНЯК: " Stepniak "
  СТЕРЛИБАШЕВО: " STERLIBASHEVO "
  СТЕРЛИТАМАК: " Sterlitamak "
  СТКУМЫЛЖЕНСКАЯ: " STKUMYLZHENSKAYA "
  СТОЛБЦЫ: " COLUMNS "
  СТОЛИН: " Stolin "
  СТОРОЖИНЕЦ: " Storozhinets "
  СТРАШЕНЫ: " Strasheny "
  СТРЕЖЕВОЙ: " Strezhevoj "
  СТРОЕНИЕ: " STRUCTURE"
  СТРОИТЕЛЬ: "BUILDER "
  ? "СТРУГИ КРАСНЫЕ"
  : " Struga Red "
  СТРЫЙ: " Striy "
  СТУПИНО: " Stupino "
  СТУЧКА: " lv "
  СУВОРОВ: " SUVOROV "
  СУВОРОВО: " SUVOROVA "
  СУДАК: " Sudak "
  СУДЖА: " Sudzha "
  СУДИСЛАВЛЬ: " Sudislavl "
  СУДОГДА: " Sudogda "
  СУЗАК: " Suzak "
  СУЗДАЛЬ: " Suzdal "
  СУЗЕМКА: " Suzemka "
  СУЗУН: " Suzun "
  СУКСУН: " Suksun "
  СУЛЮКТА: " Sulukta "
  СУМГАИТ: " SUMGAIT "
  СУМЫ: " Sumy "
  СУНА: " SUNA "
  СУНТАР: " SUNTAR "
  СУОЯРВИ: " Suojärvi "
  СУРАЖ: " Surazh "
  СУРГУТ: " Surgut "
  СУРОВИКИНО: " Surovikin"
  СУРСКОЕ: "Surskij "
  СУСАНИНО: " SUSANIN "
  СУСУМАН: " Susuman "
  СУХИНИЧИ: " Sukhinichi "
  СУХОБУЗИМСКОЕ: " Sukhobuzimo "
  ? "СУХОЙ ЛОГ"
  : " Sukhoi Log "
  СУХУМИ: " SUKHUMI "
  СЫЗРАНЬ: " Syzran "
  СЫКТЫВКАР: " SYKTYVKAR "
  СЫРДАРЬЯ: " SYRDARYA "
  СЫСЕРТЬ: " Syrset "
  СЫЧЕВКА: " Sychovka "
  СЮМЕИ: " SYUMEI "
  СЯМЖА: " SYAMZHA "
  СЯСЬКЕЛОВО: " SYASKELOVO "
  Т-ЦКАРО: " T-Tskaro "
  ТАБАГО: " Tobago "
  ТАБУНЫ: " herd "
  ТАВДА: " Tavda "
  ТАВРИЧЕСКОЕ: " TAVRICHESKY "
  ? "ТАВРИЧЕСКОЕ ОМК"
  : " TAVRICHESKY OMC "
  ТАГАНРОГ: " Taganrog "
  ТАЗА-БАЗАР: " PELVIC - BAZAAR "
  ТАЗОВСКИЙ: " Tazovskij "
  ТАЙТУГ: " TAYTUG"
  ТАЙШЕТ: "TAYSHET "
  ТАЛАЛАЕВКА: " Talalayivka "
  ТАЛАС: " TALAS "
  ТАЛГАР: " Talgar "
  ТАЛДОМ: " Taldy "
  ТАЛДЫ-КУРГАН: " Taldykorgan "
  ТАЛИН: " Talin "
  ТАЛИЦА: " Talica "
  ТАЛЛИНН: " Tallinn "
  ТАЛОВАЯ: " Talov "
  ТАЛСИ: " TALSI "
  ТАЛШИК: " TALSHIK "
  ТАЛЬМЕНКА: " Talmenka "
  ТАЛЬНОЕ: " Talnoe "
  ТАМАЛА: " TAMA "
  ТАМБОВ: " TAMBOV "
  ТАМДЫБУЛАК: " Tamdibulak "
  ТАРА: " PACKAGES "
  ТАРАКЛИЯ: " Taraclia "
  ТАРАНОВСКОЕ: " Taranovskyy "
  ТАРАША: " TARASHA "
  ТАРБАГАТАЙ: " Tarbagatai "
  ТАРКО-САЛЕ: " Tarko-Sale "
  ТАРТУ: " Tartu "
  ТАРУСА: " TARUS"
  ТАРУТИНО: "Tarutino "
  ТАСТЫ-ТАЛДЫ: " Tasty-Talda "
  ТАТАРБУНАРЫ: " Tatarbunari "
  ТАТАРСК: " Tatar "
  ТАТИЩЕВО: " Tatishcheva "
  ТАУРАГЕ: " Taurage "
  ТАХИАТАШ: " Takhiatash "
  ТАХТА-БАЗАР: " TAKHT-BAZAAR "
  ТАХТААБАД: " TAHTAABAD "
  ТАХТАКУПЫР: " Takhtakupyr "
  ТАШАУЗ: " Dashuz "
  ТАШБУЛАК: " Tashbulak "
  ТАШКЕНТ: " TASHKENT "
  ТАШЛАК: " Tashlak "
  ТАШТАГОЛ: " Tashtagol "
  ТБИЛИСИ: " Tbilisi "
  ТБИЛИССКАЯ: " TBILISI "
  ТЕВРИЗ: " TEVRIZ "
  ТЕДЖЕН: " Tej "
  ТЕЙКОВО: " Teikovo "
  ТЕКЕЛИ: " Tekeli "
  ТЕЛАВИ: " Telavi "
  ТЕЛЕНЕШТЫ: " Telenesti "
  ТЕЛЬМАНОВО: " Telmanove "
  ТЕЛЬМАНСК: " TELMANSK"
  ТЕЛЬШЯЙ: "Telshiai "
  ТЕМИРЛАНОВКА: " Temirlanovka "
  ТЕМИРТАУ: " Temirtau "
  ТЕМКИНО: " Temkin "
  ТЕМРЮК: " Temruk "
